t,x,y,doc_id,hilbert_idx
3507594,295,76,md_37454,73285
3507407,7,234,md_37453,21715
3507408,10,234,md_37453,21640
3507409,13,233,md_37453,21650
3507410,16,233,md_37453,22377
3507411,19,231,md_37453,22416
3507412,23,231,md_37453,22400
3507413,25,230,md_37453,22487
3507414,29,230,md_37453,22503
3507415,34,228,md_37453,22558
3507416,42,228,md_37453,22646
3507417,48,226,md_37453,23462
3507418,56,225,md_37453,23489
3507419,62,223,md_37453,23553
3507420,68,223,md_37453,25583
3507421,77,221,md_37453,25352
3507422,83,220,md_37453,25333
3507423,91,220,md_37453,25269
3507424,99,218,md_37453,28001
3507425,106,217,md_37453,27943
3507426,114,217,md_37453,27853
3507427,122,215,md_37453,27771
3507428,129,214,md_37453,37821
3507429,138,213,md_37453,37751
3507430,147,211,md_37453,37386
3507431,153,210,md_37453,37447
3507432,161,209,md_37453,40360
3507433,170,207,md_37453,40507
3507434,177,207,md_37453,40790
3507435,184,205,md_37453,40851
3507436,193,204,md_37453,41041
3507437,200,203,md_37453,41103
3507438,207,202,md_37453,41137
3507439,215,199,md_37453,41258
3507440,223,199,md_37453,41322
3507441,229,198,md_37453,44685
3507442,237,196,md_37453,44769
3507443,244,195,md_37453,44831
3507444,250,194,md_37453,45026
3507445,257,193,md_37453,126978
3507446,264,193,md_37453,127043
3507447,272,191,md_37453,126719
3507448,277,190,md_37453,126663
3507449,282,189,md_37453,126647
3507450,289,188,md_37453,123227
3507451,294,188,md_37453,123206
3507452,298,187,md_37453,123169
3507453,304,186,md_37453,123076
3507454,309,185,md_37453,123090
3507455,312,184,md_37453,122922
3507456,317,183,md_37453,122948
3507457,322,182,md_37453,122808
3507458,325,182,md_37453,122759
3507459,331,181,md_37453,122742
3507460,334,181,md_37453,122701
3507461,338,181,md_37453,122397
3507462,343,179,md_37453,122416
3507463,347,179,md_37453,122442
3507464,350,179,md_37453,122459
3507465,354,177,md_37453,119213
3507466,357,176,md_37453,119217
3507467,359,176,md_37453,119231
3507468,364,174,md_37453,119302
3507469,366,174,md_37453,119298
3507470,368,173,md_37453,119635
3507471,371,171,md_37453,119626
3507472,373,170,md_37453,119671
3507473,374,170,md_37453,119666
3507474,376,168,md_37453,119680
3507475,376,167,md_37453,119765
3507476,376,165,md_37453,119769
3507477,377,164,md_37453,119771
3507478,377,162,md_37453,119783
3507479,377,161,md_37453,119784
3507480,377,159,md_37453,119868
3507481,376,158,md_37453,119870
3507482,374,157,md_37453,119879
3507483,372,155,md_37453,119925
3507484,370,154,md_37453,119906
3507485,368,153,md_37453,119913
3507486,366,151,md_37453,120683
3507487,362,150,md_37453,120690
3507488,359,150,md_37453,120619
3507489,355,149,md_37453,120604
3507490,351,147,md_37453,121072
3507491,348,147,md_37453,121077
3507492,344,146,md_37453,121038
3507493,340,146,md_37453,121012
3507494,334,146,md_37453,121688
3507495,330,145,md_37453,121677
3507496,324,144,md_37453,121658
3507497,319,144,md_37453,124159
3507498,314,144,md_37453,124100
3507499,304,141,md_37453,124411
3507500,302,141,md_37453,124423
3507501,297,141,md_37453,124440
3507502,291,141,md_37453,124660
3507503,286,141,md_37453,125191
3507504,280,142,md_37453,125206
3507505,274,142,md_37453,125426
3507506,269,142,md_37453,125453
3507507,261,149,md_37453,125730
3507508,255,149,md_37453,48836
3507509,250,150,md_37453,48850
3507510,244,150,md_37453,48686
3507511,237,151,md_37453,48590
3507512,230,153,md_37453,48509
3507513,225,154,md_37453,48461
3507514,217,154,md_37453,47143
3507515,211,155,md_37453,47306
3507516,205,155,md_37453,47390
3507517,197,157,md_37453,47432
3507518,191,158,md_37453,34473
3507519,175,168,md_37453,35007
3507520,171,169,md_37453,34950
3507521,168,169,md_37453,34945
3507522,163,170,md_37453,34889
3507523,153,170,md_37453,36135
3507524,148,170,md_37453,36318
3507525,142,170,md_37453,36408
3507526,139,171,md_37453,36384
3507527,135,171,md_37453,36570
3507528,131,172,md_37453,36597
3507529,110,169,md_37453,29245
3507530,103,170,md_37453,29401
3507531,96,171,md_37453,29381
3507532,88,173,md_37453,30611
3507533,73,176,md_37453,30147
3507534,69,177,md_37453,30130
3507535,64,178,md_37453,30118
3507536,57,178,md_37453,19015
3507537,52,178,md_37453,18998
3507538,40,179,md_37453,19311
3507539,33,179,md_37453,19374
3507541,28,181,md_37453,19683
3507542,17,181,md_37453,19608
3507543,13,182,md_37453,20333
3507544,9,183,md_37453,20350
3507356,472,185,md_37452,105515
3507357,469,184,md_37452,105585
3507358,467,181,md_37452,105630
3507359,464,181,md_37452,105625
3507360,462,181,md_37452,106343
3507361,460,180,md_37452,106336
3507362,458,178,md_37452,106312
3507363,456,178,md_37452,106308
3507364,451,177,md_37452,106246
3507365,445,175,md_37452,101124
3507366,441,174,md_37452,101181
3507367,437,173,md_37452,101192
3507368,432,171,md_37452,101221
3507369,429,170,md_37452,100509
3507370,426,169,md_37452,100493
3507371,421,167,md_37452,100390
3507372,418,166,md_37452,100376
3507373,415,165,md_37452,100332
3507374,411,165,md_37452,100316
3507375,409,162,md_37452,100301
3507376,407,162,md_37452,100283
3507377,403,161,md_37452,100270
3507378,400,159,md_37452,99071
3507379,398,158,md_37452,99074
3507380,394,157,md_37452,99101
3507381,392,156,md_37452,99098
3507382,389,155,md_37452,99292
3507383,386,154,md_37452,99272
3507384,383,153,md_37452,119828
3507385,380,153,md_37452,119835
3507386,377,151,md_37452,120022
3507387,374,150,md_37452,119938
3507388,372,150,md_37452,119948
3507389,368,150,md_37452,119958
3507390,366,149,md_37452,120679
3507391,362,148,md_37452,120694
3507392,359,147,md_37452,120624
3507393,355,147,md_37452,120586
3507394,352,146,md_37452,120590
3507395,350,146,md_37452,121074
3507396,347,145,md_37452,121030
3507397,343,145,md_37452,121020
3507398,340,145,md_37452,121011
3507399,333,144,md_37452,121683
3507400,330,144,md_37452,121678
3507401,327,144,md_37452,121663
3507402,321,143,md_37452,121598
3507403,317,143,md_37452,124174
3507404,314,143,md_37452,124179
3507405,306,146,md_37452,124066
3507406,304,146,md_37452,124070
3507407,301,146,md_37452,124765
3507408,299,143,md_37452,124432
3507409,293,142,md_37452,124653
3507410,289,143,md_37452,124670
3507411,284,143,md_37452,125199
3507412,282,143,md_37452,125203
3507413,281,143,md_37452,125204
3507414,271,143,md_37452,125440
3507415,268,147,md_37452,125791
3507416,265,147,md_37452,125766
3507417,257,148,md_37452,125713
3507418,252,148,md_37452,48842
3507419,249,148,md_37452,48859
3507420,248,149,md_37452,48857
3507421,245,150,md_37452,48685
3507422,236,150,md_37452,48588
3507423,233,150,md_37452,48599
3507424,226,151,md_37452,48433
3507425,223,151,md_37452,47168
3507426,219,153,md_37452,47150
3507427,215,154,md_37452,47321
3507428,213,154,md_37452,47325
3507429,205,154,md_37452,47389
3507430,200,155,md_37452,47407
3507431,199,155,md_37452,47482
3507432,191,156,md_37452,34469
3507433,186,156,md_37452,34486
3507434,176,166,md_37452,35092
3507435,176,167,md_37452,35093
3507436,170,167,md_37452,35027
3507437,168,167,md_37452,35029
3507438,165,167,md_37452,34860
3507439,163,168,md_37452,34885
3507440,156,168,md_37452,36144
3507441,152,169,md_37452,36137
3507442,148,169,md_37452,36305
3507443,145,169,md_37452,36290
3507444,144,170,md_37452,36292
3507445,140,170,md_37452,36404
3507446,136,170,md_37452,36390
3507447,134,170,md_37452,36568
3507448,133,170,md_37452,36573
3507449,131,171,md_37452,36554
3507450,113,166,md_37452,29117
3507451,110,166,md_37452,29250
3507452,103,167,md_37452,29312
3507453,99,167,md_37452,29370
3507454,96,167,md_37452,29375
3507455,92,169,md_37452,30649
3507456,87,170,md_37452,30577
3507457,83,170,md_37452,30537
3507458,73,174,md_37452,30269
3507459,70,174,md_37452,30274
3507460,68,175,md_37452,30287
3507461,66,175,md_37452,30291
3507462,61,176,md_37452,19027
3507463,57,176,md_37452,19009
3507464,53,176,md_37452,19003
3507465,49,177,md_37452,18946
3507466,45,177,md_37452,19288
3507467,41,178,md_37452,19309
3507468,36,178,md_37452,19356
3507469,32,178,md_37452,19372
3507470,29,178,md_37452,19703
3507473,28,179,md_37452,19701
3507474,18,179,md_37452,19619
3507475,16,179,md_37452,19621
3507476,14,179,md_37452,20315
3507477,12,180,md_37452,20320
3507478,10,181,md_37452,20343
3507479,8,181,md_37452,20347
3507480,6,184,md_37452,20438
3507488,11,234,md_37452,21643
3507489,16,233,md_37452,22377
3507490,22,231,md_37452,22401
3507491,28,231,md_37452,22501
3507492,37,228,md_37452,22561
3507493,49,228,md_37452,23451
3507494,58,226,md_37452,23496
3507495,68,225,md_37452,25657
3507496,80,223,md_37452,25343
3507497,90,221,md_37452,25271
3507498,98,220,md_37452,27996
3507499,111,218,md_37452,27923
3507500,120,217,md_37452,27689
3507501,131,215,md_37452,37818
3507502,140,213,md_37452,37705
3507503,149,212,md_37452,37409
3507504,159,211,md_37452,37466
3507505,168,210,md_37452,40398
3507506,177,209,md_37452,40104
3507507,188,207,md_37452,40869
3507508,196,206,md_37452,41060
3507509,205,204,md_37452,41121
3507510,213,204,md_37452,41419
3507511,223,202,md_37452,41369
3507512,231,201,md_37452,44668
3507513,238,199,md_37452,44777
3507514,248,198,md_37452,45014
3507515,256,196,md_37452,126992
3507516,263,196,md_37452,127023
3507517,272,194,md_37452,127910
3507518,280,194,md_37452,127950
3507519,286,192,md_37452,127996
3507520,295,191,md_37452,123200
3507521,302,189,md_37452,123149
3507522,308,188,md_37452,123104
3507523,316,188,md_37452,122890
3507524,321,186,md_37452,122823
3507525,327,185,md_37452,122838
3507526,333,184,md_37452,122673
3507527,340,183,md_37452,122405
3507528,344,182,md_37452,122492
3507529,350,181,md_37452,122471
3507530,354,180,md_37452,119196
3507531,358,178,md_37452,119224
3507532,362,177,md_37452,119239
3507533,365,176,md_37452,119291
3507534,368,175,md_37452,119637
3507535,370,174,md_37452,119640
3507536,372,172,md_37452,119648
3507537,374,170,md_37452,119666
3507538,375,169,md_37452,119678
3507539,376,167,md_37452,119765
3507540,376,165,md_37452,119769
3507541,376,163,md_37452,119781
3507542,376,162,md_37452,119782
3507543,375,161,md_37452,119574
3507544,374,159,md_37452,119873
3507545,372,158,md_37452,119884
3507546,370,157,md_37452,119901
3507547,368,155,md_37452,119909
3507548,366,154,md_37452,120728
3507549,364,153,md_37452,120721
3507550,361,151,md_37452,120702
3507551,357,150,md_37452,120615
3507552,354,150,md_37452,120600
3507553,351,149,md_37452,121068
3507554,347,148,md_37452,121055
3507555,344,147,md_37452,121039
3507556,341,147,md_37452,121014
3507557,338,146,md_37452,120994
3507558,331,146,md_37452,121675
3507559,327,145,md_37452,121662
3507560,322,145,md_37452,121607
3507561,318,144,md_37452,124156
3507562,312,144,md_37452,124096
3507563,304,141,md_37452,124411
3507564,302,142,md_37452,124418
3507565,299,142,md_37452,124433
3507566,295,142,md_37452,124649
3507567,291,142,md_37452,124659
3507568,287,142,md_37452,125187
3507569,282,142,md_37452,125202
3507570,278,142,md_37452,125416
3507571,274,142,md_37452,125426
3507572,271,142,md_37452,125443
3507573,269,142,md_37452,125453
3507574,261,146,md_37452,125751
3507575,256,147,md_37452,125711
3507576,252,147,md_37452,48885
3507577,248,147,md_37452,48869
3507578,244,147,md_37452,48671
3507579,241,148,md_37452,48697
3507580,237,148,md_37452,48585
3507581,234,149,md_37452,48605
3507582,230,149,md_37452,48423
3507583,227,150,md_37452,48435
3507584,225,150,md_37452,48445
3507585,221,150,md_37452,47175
3507586,219,150,md_37452,47225
3507587,216,150,md_37452,47230
3507588,213,151,md_37452,47236
3507589,211,151,md_37452,47290
3507590,208,152,md_37452,47296
3507591,206,153,md_37452,47383
3507592,203,154,md_37452,47395
3507593,201,154,md_37452,47405
3507594,199,154,md_37452,47483
3507595,196,155,md_37452,47477
3507596,195,155,md_37452,47456
3507597,193,155,md_37452,47460
3507598,191,156,md_37452,34469
3507599,189,157,md_37452,34466
3507600,187,158,md_37452,34483
3507601,185,158,md_37452,34493
3507602,184,158,md_37452,34492
3507603,183,158,md_37452,34497
3507605,181,159,md_37452,34500
3507606,180,160,md_37452,35130
3507609,169,170,md_37452,34957
3507628,168,170,md_37452,34958
3507629,179,161,md_37452,35078
3507630,180,161,md_37452,35129
3507633,181,161,md_37452,35128
3507634,182,161,md_37452,35133
3507636,182,160,md_37452,35132
3507638,183,159,md_37452,34496
3507639,184,158,md_37452,34492
3507641,185,158,md_37452,34493
3507643,186,158,md_37452,34482
3507644,186,157,md_37452,34487
3507645,186,156,md_37452,34486
3507650,187,155,md_37452,34442
3507655,187,154,md_37452,34443
3507658,187,153,md_37452,34444
3507663,188,153,md_37452,34449
3507667,188,151,md_37452,34415
3507676,188,150,md_37452,34414
3507677,187,150,md_37452,34419
3507681,187,149,md_37452,34420
3507686,187,148,md_37452,34421
3507688,187,147,md_37452,34378
3507290,460,357,md_37451,159305
3507291,462,356,md_37451,159308
3507292,461,355,md_37451,159326
3507293,463,355,md_37451,159312
3507294,464,355,md_37451,159151
3507295,466,354,md_37451,159138
3507296,468,353,md_37451,159131
3507297,469,353,md_37451,159128
3507298,471,353,md_37451,159124
3507299,471,352,md_37451,159125
3507302,475,351,md_37451,156314
3507303,475,352,md_37451,159077
3507304,477,352,md_37451,159065
3507305,472,352,md_37451,159082
3507306,470,355,md_37451,159121
3507307,471,355,md_37451,159120
3507308,473,355,md_37451,159086
3507309,473,353,md_37451,159080
3507310,474,352,md_37451,159078
3507311,475,351,md_37451,156314
3507312,477,350,md_37451,156327
3507346,477,312,md_37451,154649
3507347,477,313,md_37451,154648
3507348,477,315,md_37451,154654
3507349,477,316,md_37451,154635
3507351,475,318,md_37451,154681
3507352,474,320,md_37451,156612
3507353,473,318,md_37451,154685
3507354,473,317,md_37451,154674
3507355,473,318,md_37451,154685
3507356,471,319,md_37451,154688
3507357,469,320,md_37451,156593
3507358,468,321,md_37451,156595
3507359,467,323,md_37451,156576
3507360,466,323,md_37451,156579
3507361,464,324,md_37451,156570
3507362,464,326,md_37451,156566
3507363,461,327,md_37451,155756
3507364,460,327,md_37451,155759
3507365,458,329,md_37451,155789
3507367,456,331,md_37451,155781
3507368,454,332,md_37451,155852
3507369,453,334,md_37451,155847
3507370,452,334,md_37451,155846
3507371,449,336,md_37451,155905
3507372,449,337,md_37451,155906
3507373,447,339,md_37451,161008
3507374,445,339,md_37451,161012
3507375,444,341,md_37451,160995
3507376,443,343,md_37451,160986
3507377,441,344,md_37451,160809
3507378,439,345,md_37451,160892
3507379,438,347,md_37451,160889
3507380,436,348,md_37451,160842
3507381,435,348,md_37451,160863
3507382,434,348,md_37451,160860
3507383,432,350,md_37451,160854
3507384,428,350,md_37451,161710
3507385,427,350,md_37451,161715
3507386,430,352,md_37451,160508
3507387,428,353,md_37451,160505
3507388,426,353,md_37451,160455
3507389,424,353,md_37451,160449
3507390,421,354,md_37451,160439
3507391,418,354,md_37451,160418
3507392,416,355,md_37451,160421
3507393,413,355,md_37451,163164
3507394,411,355,md_37451,163146
3507395,409,355,md_37451,163142
3507289,322,51,md_37450,79267
3507302,322,47,md_37450,79443
3507303,323,48,md_37450,79279
3507313,289,53,md_37450,68530
3507339,291,42,md_37450,67657
3507340,291,41,md_37450,67654
3507341,287,47,md_37450,68864
3507342,288,47,md_37450,67669
3507345,287,47,md_37450,68864
3507346,286,47,md_37450,68865
3507354,287,47,md_37450,68864
3507356,288,47,md_37450,67669
3507358,287,47,md_37450,68864
3507359,288,47,md_37450,67669
3507365,284,44,md_37450,68874
3507371,284,45,md_37450,68875
3507380,244,65,md_37450,50587
3507386,243,68,md_37450,50613
3507388,242,67,md_37450,50593
3507389,241,67,md_37450,50606
3507390,241,69,md_37450,50610
3507391,240,69,md_37450,50609
3507404,291,43,md_37450,67658
3507407,290,43,md_37450,67659
3507409,291,42,md_37450,67657
3507410,289,42,md_37450,67661
3507412,289,43,md_37450,67660
3507413,288,43,md_37450,67663
3507414,287,43,md_37450,68922
3507415,289,43,md_37450,67660
3507418,287,43,md_37450,68922
3507420,286,43,md_37450,68921
3507421,285,43,md_37450,68918
3507423,284,47,md_37450,68879
3507424,284,51,md_37450,68853
3507425,284,50,md_37450,68854
3507426,284,52,md_37450,68832
3507428,285,50,md_37450,68855
3507429,286,51,md_37450,68851
3507430,288,49,md_37450,68523
3507431,285,51,md_37450,68852
3507432,289,50,md_37450,68525
3507433,290,49,md_37450,68519
3507434,291,49,md_37450,68516
3507435,291,50,md_37450,68515
3507436,292,51,md_37450,68511
3507437,284,50,md_37450,68854
3507438,284,49,md_37450,68857
3507439,285,48,md_37450,68859
3507440,286,47,md_37450,68865
3507443,287,47,md_37450,68864
3507444,289,46,md_37450,67671
3507445,289,45,md_37450,67666
3507446,291,45,md_37450,67676
3507447,290,45,md_37450,67677
3507448,290,44,md_37450,67678
3507455,289,43,md_37450,67660
3507459,288,43,md_37450,67663
3507461,289,43,md_37450,67660
3507464,288,42,md_37450,67662
3507470,287,42,md_37450,68923
3507473,286,45,md_37450,68871
3507475,287,45,md_37450,68868
3507477,288,45,md_37450,67667
3507478,289,45,md_37450,67666
3507479,289,44,md_37450,67665
3507481,287,43,md_37450,68922
3507485,287,44,md_37450,68869
3507486,286,44,md_37450,68870
3507489,294,63,md_37450,68587
2381128,342,180,md_21821,122414
2381142,292,146,md_21821,124726
2381143,317,142,md_21821,124173
2381370,328,113,md_21821,75241
2381379,331,96,md_21821,74831
2381381,331,97,md_21821,74828
2381383,332,98,md_21821,74846
2381385,332,97,md_21821,74833
2381386,333,98,md_21821,74845
2381387,333,99,md_21821,74844
2381388,333,97,md_21821,74834
2381391,334,98,md_21821,74840
2381392,336,98,md_21821,75686
2381393,335,99,md_21821,74842
2381395,336,101,md_21821,75673
2381397,336,100,md_21821,75674
2381400,338,101,md_21821,75677
2381403,339,101,md_21821,75678
2381409,342,104,md_21821,75646
2381410,342,105,md_21821,75645
2381411,342,104,md_21821,75646
2381412,342,105,md_21821,75645
2381413,342,104,md_21821,75646
2381415,343,106,md_21821,75643
2381418,344,107,md_21821,75567
2381421,344,108,md_21821,75568
2381423,345,106,md_21821,75565
2381424,345,108,md_21821,75571
2381425,345,109,md_21821,75570
2381426,345,108,md_21821,75571
2381427,346,108,md_21821,75572
2381429,346,109,md_21821,75575
2381432,346,110,md_21821,75576
2381433,347,110,md_21821,75577
2381434,347,111,md_21821,75578
2381435,347,112,md_21821,75503
2381436,346,112,md_21821,75500
2381437,346,111,md_21821,75579
2381441,346,112,md_21821,75500
2381445,347,114,md_21821,75489
2381446,346,113,md_21821,75501
2381447,347,116,md_21821,75487
2381448,346,114,md_21821,75490
2381449,346,115,md_21821,75491
2381450,346,118,md_21821,75474
2381452,346,117,md_21821,75485
2381453,346,118,md_21821,75474
2381454,345,119,md_21821,75476
2381457,344,120,md_21821,75392
2381459,344,117,md_21821,75481
2381460,343,118,md_21821,75305
2381461,342,121,md_21821,75389
2381462,343,118,md_21821,75305
2381463,341,121,md_21821,75384
2381464,342,122,md_21821,75378
2381465,342,120,md_21821,75388
2381466,342,122,md_21821,75378
2381467,342,120,md_21821,75388
2381469,340,123,md_21821,75381
2381470,342,124,md_21821,75374
2381472,342,125,md_21821,75373
2381473,342,126,md_21821,75368
2381474,343,125,md_21821,75372
2381475,342,126,md_21821,75368
2381476,343,127,md_21821,75370
2381479,343,126,md_21821,75371
2381481,342,126,md_21821,75368
2381482,343,126,md_21821,75371
2381486,343,127,md_21821,75370
2381511,348,139,md_21821,121141
2381125,290,31,md_21820,67569
2381126,289,32,md_21820,67585
2381128,286,32,md_21820,68950
2381129,285,32,md_21820,68953
2381161,293,46,md_21820,67687
2381163,291,45,md_21820,67676
2381170,284,45,md_21820,68875
2381171,283,46,md_21820,68881
2381172,284,44,md_21820,68874
2381174,284,46,md_21820,68876
2381176,282,43,md_21820,68899
2381181,291,48,md_21820,68517
2381182,292,47,md_21820,67685
2381183,293,48,md_21820,68505
2381206,294,29,md_21820,67559
2381208,293,30,md_21820,67565
2381209,291,31,md_21820,67568
2381210,291,30,md_21820,67571
2381211,291,31,md_21820,67568
2381212,289,31,md_21820,67582
2381213,289,30,md_21820,67581
2381214,288,30,md_21820,67580
2381215,287,30,md_21820,66219
2381216,286,31,md_21820,66217
2381217,286,30,md_21820,66216
2381219,284,31,md_21820,66213
2381220,283,31,md_21820,66202
2381221,282,31,md_21820,66201
2381222,282,30,md_21820,66200
2381243,291,41,md_21820,67654
2381254,318,81,md_21820,72791
2381255,318,80,md_21820,72790
2381256,317,81,md_21820,72792
2381257,317,80,md_21820,72793
2381258,316,80,md_21820,72794
2381261,315,79,md_21820,73626
2381263,314,79,md_21820,73625
2381265,313,79,md_21820,73622
2381274,310,76,md_21820,73582
2381277,309,76,md_21820,73569
2381289,304,77,md_21820,73555
2381290,304,75,md_21820,73551
2381291,304,77,md_21820,73555
2381293,304,76,md_21820,73552
2381294,303,75,md_21820,73232
2381296,302,73,md_21820,73239
2381299,301,73,md_21820,73240
2381302,300,73,md_21820,73243
2381303,299,72,md_21820,73253
2381306,299,71,md_21820,73434
2381308,298,71,md_21820,73433
2381311,297,71,md_21820,73430
2381190,96,133,md_21823,31763
2381192,98,137,md_21823,31975
2381193,100,137,md_21823,31963
2381194,101,137,md_21823,31960
2381195,103,136,md_21823,31957
2381196,106,136,md_21823,31886
2381197,106,135,md_21823,31857
2381198,108,135,md_21823,31855
2381199,110,135,md_21823,31851
2381200,112,135,md_21823,32661
2381201,113,134,md_21823,32663
2381202,115,134,md_21823,32657
2381203,121,134,md_21823,32727
2381204,121,133,md_21823,32722
2381206,122,133,md_21823,32733
2381207,123,133,md_21823,32732
2381208,124,133,md_21823,32739
2381209,127,132,md_21823,32751
2381210,129,132,md_21823,32785
2381211,130,132,md_21823,32798
2381214,132,132,md_21823,32800
2381215,137,132,md_21823,32889
2381216,134,128,md_21823,32828
2381217,140,133,md_21823,32865
2381218,135,133,md_21823,32812
2381219,142,134,md_21823,32872
2381220,144,134,md_21823,33686
2381221,143,134,md_21823,32873
2381222,144,136,md_21823,33642
2381223,144,137,md_21823,33641
2381224,146,137,md_21823,33645
2381225,146,138,md_21823,33634
2381226,147,138,md_21823,33633
2381227,148,139,md_21823,33653
2381228,148,140,md_21823,33610
2381229,149,141,md_21823,33608
2381231,149,142,md_21823,33613
2381232,150,143,md_21823,33601
2381234,151,143,md_21823,33600
2381235,151,145,md_21823,33302
2381236,103,139,md_21823,31952
2381237,153,146,md_21823,33511
2381238,154,146,md_21823,33506
2381239,100,139,md_21823,31967
2381240,127,130,md_21823,32753
2381241,100,139,md_21823,31967
2381242,127,130,md_21823,32753
2381243,100,139,md_21823,31967
2381244,127,130,md_21823,32753
2381245,100,140,md_21823,31946
2381246,127,130,md_21823,32753
2381247,100,140,md_21823,31946
2381249,127,130,md_21823,32753
2381250,129,129,md_21823,32770
2381253,128,129,md_21823,32769
2381641,127,130,md_21823,32753
2381642,73,162,md_21823,30413
2381643,127,130,md_21823,32753
2381644,74,162,md_21823,30408
2381645,127,130,md_21823,32753
2381646,73,159,md_21823,31036
2381187,477,172,md_21822,105737
2381188,476,178,md_21822,105718
2381189,474,178,md_21822,105672
2381191,474,177,md_21822,105671
2381192,472,177,md_21822,105665
2381194,471,175,md_21822,105962
2381195,469,174,md_21822,105965
2381196,468,174,md_21822,105966
2381198,467,173,md_21822,105972
2381199,464,173,md_21822,105979
2381200,471,174,md_21822,105961
2381201,471,173,md_21822,105958
2381202,469,172,md_21822,105955
2381204,469,171,md_21822,105948
2381205,466,170,md_21822,105928
2381206,465,170,md_21822,105927
2381207,467,170,md_21822,105931
2381208,465,169,md_21822,105922
2381209,464,169,md_21822,105923
2381210,463,169,md_21822,106044
2381211,462,167,md_21822,106051
2381213,460,167,md_21822,106053
2381215,460,166,md_21822,106054
2381216,456,166,md_21822,106110
2381217,456,165,md_21822,106097
2381218,455,165,md_21822,106126
2381219,456,165,md_21822,106097
2381220,454,156,md_21822,102766
2381221,454,157,md_21822,102765
2381222,455,157,md_21822,102764
2381223,454,156,md_21822,102766
2381224,455,156,md_21822,102767
2381226,451,162,md_21822,106147
2381228,450,161,md_21822,106151
2381229,449,160,md_21822,106153
2381230,447,159,md_21822,101376
2381231,448,159,md_21822,102741
2381232,447,159,md_21822,101376
2381233,447,158,md_21822,101379
2381234,447,157,md_21822,101380
2381235,446,157,md_21822,101383
2381236,445,156,md_21822,101385
2381238,445,155,md_21822,101430
2381239,443,155,md_21822,101408
2381241,443,154,md_21822,101409
2381242,442,153,md_21822,101421
2381243,441,153,md_21822,101416
2381244,441,152,md_21822,101419
2381245,440,151,md_21822,101503
2381246,439,149,md_21822,101518
2381247,439,150,md_21822,101505
2381248,438,149,md_21822,101517
2381251,437,147,md_21822,101534
2381252,436,146,md_21822,101532
2381254,434,146,md_21822,101538
2381255,433,147,md_21822,101550
2381256,432,146,md_21822,101548
2381257,432,145,md_21822,101547
2381258,430,147,md_21822,101875
2381259,428,147,md_21822,101877
2381260,430,146,md_21822,101874
2381262,428,146,md_21822,101878
2381263,427,146,md_21822,101833
2381264,427,142,md_21822,101945
2381265,426,145,md_21822,101831
2381266,425,145,md_21822,101826
2381267,424,144,md_21822,101824
2381268,424,143,md_21822,101951
2381269,422,143,md_21822,101953
2381270,422,140,md_21822,101958
2381271,422,139,md_21822,102009
2381272,421,142,md_21822,101965
2381273,421,138,md_21822,102007
2381274,419,138,md_21822,101985
2381275,418,141,md_21822,101981
2381276,419,138,md_21822,101985
2381277,418,138,md_21822,101986
2381279,417,137,md_21822,101992
2381280,417,136,md_21822,101995
2381281,415,136,md_21822,98709
2381282,414,142,md_21822,98728
2381283,413,138,md_21822,98717
2381284,412,138,md_21822,98718
2381285,413,138,md_21822,98717
2381287,413,133,md_21822,98658
2381290,411,133,md_21822,98676
2381291,409,136,md_21822,98689
2381292,408,139,md_21822,98693
2381293,409,132,md_21822,98681
2381294,409,131,md_21822,98630
2381295,408,132,md_21822,98682
2381296,408,130,md_21822,98628
2381298,407,130,md_21822,98609
2381299,406,130,md_21822,98610
2381301,405,129,md_21822,98616
2381303,404,129,md_21822,98617
2381304,404,128,md_21822,98618
2381306,402,128,md_21822,98564
2381307,402,127,md_21822,98043
2381308,401,127,md_21822,98044
2381310,400,127,md_21822,98047
2381311,399,126,md_21822,98051
2381313,399,125,md_21822,98052
2381315,398,125,md_21822,98055
2381316,397,124,md_21822,98057
2381318,396,124,md_21822,98058
2381320,394,126,md_21822,98066
2381321,396,123,md_21822,98101
2381322,395,122,md_21822,98081
2381326,394,121,md_21822,98093
2381327,392,121,md_21822,98089
2381328,391,124,md_21822,98277
2381329,392,121,md_21822,98089
2381330,392,120,md_21822,98090
2381332,391,120,md_21822,98261
2381334,390,118,md_21822,98178
2381336,389,118,md_21822,98183
2381367,338,61,md_21822,79095
2381318,252,357,md_21825,213321
2381319,254,356,md_21825,213324
2381320,256,356,md_21825,136208
2381322,256,355,md_21825,136207
2381323,258,355,md_21825,136203
2381324,259,354,md_21825,136201
2381325,261,353,md_21825,136248
2381326,262,353,md_21825,136253
2381327,264,353,md_21825,136259
2381328,266,352,md_21825,136270
2381329,267,352,md_21825,136271
2381330,269,351,md_21825,135950
2381331,270,350,md_21825,135938
2381332,272,350,md_21825,135934
2381333,273,350,md_21825,135933
2381334,272,349,md_21825,135921
2381336,273,348,md_21825,135923
2381337,276,348,md_21825,135882
2381339,278,347,md_21825,135889
2381340,282,347,md_21825,135817
2381341,284,347,md_21825,135839
2381342,283,345,md_21825,135820
2381343,298,345,md_21825,138535
2381344,300,345,md_21825,138523
2381345,299,344,md_21825,138533
2381346,304,344,md_21825,138432
2381347,303,343,md_21825,138730
2381348,312,342,md_21825,138366
2381350,316,342,md_21825,138310
2381351,317,342,md_21825,138311
2381352,312,341,md_21825,138353
